Combined_Key,Last_Update,Confirmed,Deaths,Recovered,Incident_Rate,Case_Fatality_Ratio
"Marion, South Carolina, US",2022-02-01 04:21:11,8087,150,,26378.96728316534,1.854828737479906
"Marlboro, South Carolina, US",2022-02-01 04:21:11,7153,89,,27387.242514740792,1.244233188871802
"McCormick, South Carolina, US",2022-02-01 04:21:11,2030,34,,21451.970833773645,1.6748768472906403
"Newberry, South Carolina, US",2022-02-01 04:21:11,12174,155,,31670.135275754423,1.27320519139149
"Oconee, South Carolina, US",2022-02-01 04:21:11,22224,283,,27938.55127850552,1.273398128149748
"Orangeburg, South Carolina, US",2022-02-01 04:21:11,21687,355,,25166.23150565709,1.636925346982063
"Pickens, South Carolina, US",2022-02-01 04:21:11,42484,535,,33482.55099145677,1.259297617926749
"Richland, South Carolina, US",2022-02-01 04:21:11,111938,825,,26923.77074218477,0.7370151333774053
"Saluda, South Carolina, US",2022-02-01 04:21:11,3703,63,,18087.236848532208,1.7013232514177694
"Spartanburg, South Carolina, US",2022-02-01 04:21:11,88610,1331,,27709.24214706756,1.502087800473987
"Sumter, South Carolina, US",2022-02-01 04:21:11,25462,329,,23858.47209077876,1.292121592962061
"Unassigned, South Carolina, US",2022-02-01 04:21:11,0,0,,,
"Union, South Carolina, US",2022-02-01 04:21:11,7087,121,,25944.50139112608,1.707351488641174
"Williamsburg, South Carolina, US",2022-02-01 04:21:11,7865,132,,25898.972602739726,1.6783216783216783
"York, South Carolina, US",2022-02-01 04:21:11,70938,561,,25246.726623697858,0.7908314302630466
"Aurora, South Dakota, US",2022-02-01 04:21:11,736,17,,26753.90766993821,2.3097826086956523
"Beadle, South Dakota, US",2022-02-01 04:21:11,4415,51,,23925.64894597085,1.1551528878822197
"Bennett, South Dakota, US",2022-02-01 04:21:11,715,9,,21248.1426448737,1.2587412587412588
"Bon Homme, South Dakota, US",2022-02-01 04:21:11,2247,36,,32560.498478481382,1.6021361815754338
"Brookings, South Dakota, US",2022-02-01 04:21:11,7828,43,,22316.617726715507,0.5493101686254471
"Brown, South Dakota, US",2022-02-01 04:21:11,9700,113,,24974.89636705373,1.1649484536082475
"Brule, South Dakota, US",2022-02-01 04:21:11,1352,18,,25523.881442325845,1.331360946745562
"Buffalo, South Dakota, US",2022-02-01 04:21:11,598,17,,30479.102956167168,2.842809364548495
"Butte, South Dakota, US",2022-02-01 04:21:11,2563,44,,24575.70236839581,1.7167381974248928
"Campbell, South Dakota, US",2022-02-01 04:21:11,252,7,,18313.953488372088,2.7777777777777777
"Charles Mix, South Dakota, US",2022-02-01 04:21:11,2779,33,,29907.447266465777,1.1874775098956458
"Clark, South Dakota, US",2022-02-01 04:21:11,752,6,,20128.47965738758,0.7978723404255319
"Clay, South Dakota, US",2022-02-01 04:21:11,3371,19,,23958.77754086709,0.5636309700385642
"Codington, South Dakota, US",2022-02-01 04:21:11,7908,94,,28233.781998643288,1.1886697015680323
"Corson, South Dakota, US",2022-02-01 04:21:11,988,16,,24180.127263827704,1.6194331983805668
"Custer, South Dakota, US",2022-02-01 04:21:11,1905,21,,21232.72403031654,1.1023622047244095
"Davison, South Dakota, US",2022-02-01 04:21:11,5641,77,,28525.916561314785,1.365006204573657
"Day, South Dakota, US",2022-02-01 04:21:11,1215,32,,22400.442477876102,2.633744855967078
"Deuel, South Dakota, US",2022-02-01 04:21:11,992,12,,22799.35646977707,1.2096774193548387
"Dewey, South Dakota, US",2022-02-01 04:21:11,2385,38,,40478.615071283086,1.5932914046121591
"Douglas, South Dakota, US",2022-02-01 04:21:11,665,15,,22766.175967134543,2.255639097744361
"Edmunds, South Dakota, US",2022-02-01 04:21:11,887,16,,23165.317315225908,1.8038331454340475
"Fall River, South Dakota, US",2022-02-01 04:21:11,1678,36,,24996.27588261582,2.1454112038140645
"Faulk, South Dakota, US",2022-02-01 04:21:11,517,16,,22488.03827751196,3.094777562862669
"Grant, South Dakota, US",2022-02-01 04:21:11,1965,47,,27864.4356211004,2.391857506361323
"Gregory, South Dakota, US",2022-02-01 04:21:11,1023,33,,24444.44444444444,3.225806451612903
"Haakon, South Dakota, US",2022-02-01 04:21:11,436,11,,22959.4523433386,2.522935779816514
"Hamlin, South Dakota, US",2022-02-01 04:21:11,1438,40,,23329.00713822193,2.7816411682892905
"Hand, South Dakota, US",2022-02-01 04:21:11,531,8,,16640.551551237855,1.5065913370998116
"Hanson, South Dakota, US",2022-02-01 04:21:11,633,6,,18331.88531711556,0.9478672985781992
"Harding, South Dakota, US",2022-02-01 04:21:11,198,3,,15254.237288135591,1.5151515151515151
"Hughes, South Dakota, US",2022-02-01 04:21:11,4119,57,,23502.2252653201,1.3838310269482883
"Hutchinson, South Dakota, US",2022-02-01 04:21:11,1677,33,,23000.96008777945,1.9677996422182469
"Hyde, South Dakota, US",2022-02-01 04:21:11,283,5,,21752.49807840123,1.7667844522968197
"Jackson, South Dakota, US",2022-02-01 04:21:11,588,20,,17583.73205741627,3.401360544217687
"Jerauld, South Dakota, US",2022-02-01 04:21:11,390,19,,19374.068554396425,4.871794871794871
"Jones, South Dakota, US",2022-02-01 04:21:11,171,2,,18936.87707641196,1.1695906432748535
"Kingsbury, South Dakota, US",2022-02-01 04:21:11,1256,20,,25430.24903826685,1.5923566878980893
"Lake, South Dakota, US",2022-02-01 04:21:11,2262,26,,17676.017816675783,1.1494252873563218
"Lawrence, South Dakota, US",2022-02-01 04:21:11,6202,79,,23997.83315276273,1.27378265075782
"Lincoln, South Dakota, US",2022-02-01 04:21:11,15124,89,,24741.52597827509,0.5884686590848982
"Lyman, South Dakota, US",2022-02-01 04:21:11,1166,12,,30838.402539010844,1.0291595197255574
"Marshall, South Dakota, US",2022-02-01 04:21:11,718,11,,14549.138804457947,1.532033426183844
"McCook, South Dakota, US",2022-02-01 04:21:11,1297,30,,23218.761188686,2.3130300693909023
"McPherson, South Dakota, US",2022-02-01 04:21:11,410,9,,17234.13198823035,2.1951219512195124
"Meade, South Dakota, US",2022-02-01 04:21:11,6602,57,,23302.27304814344,0.8633747349288095
"Mellette, South Dakota, US",2022-02-01 04:21:11,498,5,,24163.027656477447,1.0040160642570282
"Miner, South Dakota, US",2022-02-01 04:21:11,447,12,,20171.48014440433,2.684563758389262
"Minnehaha, South Dakota, US",2022-02-01 04:21:11,55553,466,,28763.96698665176,0.8388385865749824
"Moody, South Dakota, US",2022-02-01 04:21:11,1280,27,,19464.7201946472,2.109375
"Oglala Lakota, South Dakota, US",2022-02-01 04:21:11,3550,57,,25040.55865133667,1.6056338028169015
"Pennington, South Dakota, US",2022-02-01 04:21:11,31070,310,,27308.283893649743,0.9977470228516252
"Perkins, South Dakota, US",2022-02-01 04:21:11,652,16,,22757.41710296684,2.4539877300613497
"Potter, South Dakota, US",2022-02-01 04:21:11,664,6,,30840.68741291221,0.9036144578313252
"Roberts, South Dakota, US",2022-02-01 04:21:11,2242,46,,21570.1366172792,2.0517395182872438
"Sanborn, South Dakota, US",2022-02-01 04:21:11,547,5,,23336.177474402728,0.9140767824497258
"Spink, South Dakota, US",2022-02-01 04:21:11,1337,32,,20969.259723964868,2.393418100224383
"Stanley, South Dakota, US",2022-02-01 04:21:11,612,6,,19754.680438992906,0.9803921568627452
"Sully, South Dakota, US",2022-02-01 04:21:11,236,3,,16966.211358734723,1.271186440677966
"Todd, South Dakota, US",2022-02-01 04:21:11,2696,43,,26491.10739903705,1.5949554896142433
"Tripp, South Dakota, US",2022-02-01 04:21:11,1309,21,,24058.07755927219,1.60427807486631
"Turner, South Dakota, US",2022-02-01 04:21:11,1906,62,,22733.7786259542,3.2528856243441764
"Unassigned, South Dakota, US",2022-02-01 04:21:11,0,0,,,
"Union, South Dakota, US",2022-02-01 04:21:11,3872,48,,24303.28897815717,1.2396694214876034
"Walworth, South Dakota, US",2022-02-01 04:21:11,1240,21,,22815.08739650414,1.6935483870967742
"Yankton, South Dakota, US",2022-02-01 04:21:11,5605,50,,24568.247567283248,0.8920606601248885
"Ziebach, South Dakota, US",2022-02-01 04:21:11,519,11,,18831.64005805516,2.119460500963392
"Anderson, Tennessee, US",2022-02-01 04:21:11,18176,284,,23611.94107407311,1.5625
"Bedford, Tennessee, US",2022-02-01 04:21:11,12723,209,,25592.903264739605,1.64269433309754
"Benton, Tennessee, US",2022-02-01 04:21:11,3746,83,,23180.693069306933,2.215696743192739
"Bledsoe, Tennessee, US",2022-02-01 04:21:11,4161,43,,27622.14551248008,1.0334054313866858
"Blount, Tennessee, US",2022-02-01 04:21:11,33274,345,,25001.50276508776,1.036845585141552
"Bradley, Tennessee, US",2022-02-01 04:21:11,29481,345,,27269.44778466377,1.1702452426986871
"Campbell, Tennessee, US",2022-02-01 04:21:11,9870,135,,24772.85276843532,1.3677811550151977
"Cannon, Tennessee, US",2022-02-01 04:21:11,3506,52,,23886.088022891407,1.4831717056474616
"Carroll, Tennessee, US",2022-02-01 04:21:11,7712,134,,27773.976302805488,1.737551867219917
"Carter, Tennessee, US",2022-02-01 04:21:11,13618,283,,24149.243673635865,2.078131884270818
"Cheatham, Tennessee, US",2022-02-01 04:21:11,9678,104,,23798.16558880665,1.0746021905352343
"Chester, Tennessee, US",2022-02-01 04:21:11,4929,83,,28496.27102965832,1.683911543923717
"Claiborne, Tennessee, US",2022-02-01 04:21:11,7339,149,,22963.79736537439,2.030249352772857
"Clay, Tennessee, US",2022-02-01 04:21:11,1916,44,,25160.86671043992,2.2964509394572024
"Cocke, Tennessee, US",2022-02-01 04:21:11,9821,187,,27277.52471947561,1.9040830872619896
"Coffee, Tennessee, US",2022-02-01 04:21:11,14484,222,,25626.326963906584,1.5327257663628833
"Crockett, Tennessee, US",2022-02-01 04:21:11,4501,75,,31630.358397751224,1.666296378582537
"Cumberland, Tennessee, US",2022-02-01 04:21:11,13776,289,,22762.72306675479,2.097851335656214
"Davidson, Tennessee, US",2022-02-01 04:21:11,172608,1452,,24866.31016042781,0.8412124582869855
"DeKalb, Tennessee, US",2022-02-01 04:21:11,5363,91,,26173.743289409467,1.6968114861085213
"Decatur, Tennessee, US",2022-02-01 04:21:11,3196,52,,27402.898053674013,1.6270337922403004
"Dickson, Tennessee, US",2022-02-01 04:21:11,13642,217,,25287.31370949804,1.5906758539803547
"Dyer, Tennessee, US",2022-02-01 04:21:11,11187,172,,30105.761726634195,1.537498882631626
"Fayette, Tennessee, US",2022-02-01 04:21:11,10366,142,,25201.176670799603,1.36986301369863
"Fentress, Tennessee, US",2022-02-01 04:21:11,4745,106,,25616.80073422232,2.233930453108535
"Franklin, Tennessee, US",2022-02-01 04:21:11,10929,149,,25893.19560272934,1.363345228291701
"Gibson, Tennessee, US",2022-02-01 04:21:11,15018,223,,30566.014694807967,1.4848848049007857
"Giles, Tennessee, US",2022-02-01 04:21:11,8195,159,,27813.60304099919,1.940207443563148
"Grainger, Tennessee, US",2022-02-01 04:21:11,5763,96,,24712.692967409952,1.665799062988027
"Greene, Tennessee, US",2022-02-01 04:21:11,18608,312,,26941.174767261724,1.6766981943250214
"Grundy, Tennessee, US",2022-02-01 04:21:11,3480,66,,25917.92656587473,1.896551724137931
"Hamblen, Tennessee, US",2022-02-01 04:21:11,17330,306,,26688.637693658173,1.7657241777264858
"Hamilton, Tennessee, US",2022-02-01 04:21:11,87645,970,,23829.26776217768,1.1067374065833762
"Hancock, Tennessee, US",2022-02-01 04:21:11,1670,29,,25226.58610271904,1.7365269461077844
"Hardeman, Tennessee, US",2022-02-01 04:21:11,6593,100,,26319.361277445107,1.5167602002123464
"Hardin, Tennessee, US",2022-02-01 04:21:11,7345,117,,28633.244971152348,1.592920353982301
"Hawkins, Tennessee, US",2022-02-01 04:21:11,13835,257,,24363.39942943683,1.8576075171666064
"Haywood, Tennessee, US",2022-02-01 04:21:11,5449,83,,31489.828941285254,1.523215268856671
"Henderson, Tennessee, US",2022-02-01 04:21:11,7681,124,,27317.992673471566,1.6143731284988934
"Henry, Tennessee, US",2022-02-01 04:21:11,6999,127,,21638.584016076675,1.814544934990713
"Hickman, Tennessee, US",2022-02-01 04:21:11,5947,95,,23619.8268329494,1.597444089456869
"Houston, Tennessee, US",2022-02-01 04:21:11,2284,56,,27850.262163150837,2.4518388791593697
"Humphreys, Tennessee, US",2022-02-01 04:21:11,4031,61,,21693.03627166075,1.5132721409079632
"Jackson, Tennessee, US",2022-02-01 04:21:11,2656,51,,22535.211267605635,1.9201807228915664
"Jefferson, Tennessee, US",2022-02-01 04:21:11,13394,229,,24578.40168822828,1.7097207704942512
"Johnson, Tennessee, US",2022-02-01 04:21:11,4568,72,,25680.233865527323,1.5761821366024518
"Knox, Tennessee, US",2022-02-01 04:21:11,109058,1132,,23188.387308026784,1.037979790570155
"Lake, Tennessee, US",2022-02-01 04:21:11,2489,34,,35476.05473204105,1.3660104459622338
"Lauderdale, Tennessee, US",2022-02-01 04:21:11,6938,82,,27066.671868294776,1.181896800230614
"Lawrence, Tennessee, US",2022-02-01 04:21:11,12472,166,,28254.27030945585,1.3309813983322645
"Lewis, Tennessee, US",2022-02-01 04:21:11,3045,49,,24820.67166612325,1.6091954022988506
"Lincoln, Tennessee, US",2022-02-01 04:21:11,8724,136,,25385.55549089216,1.5589179275561669
"Loudon, Tennessee, US",2022-02-01 04:21:11,12411,156,,22954.42775763853,1.256949480299734
"Macon, Tennessee, US",2022-02-01 04:21:11,7234,124,,29404.1134867084,1.7141277301631186
"Madison, Tennessee, US",2022-02-01 04:21:11,25844,374,,26375.73481384716,1.4471444048908837
"Marion, Tennessee, US",2022-02-01 04:21:11,7388,116,,25557.823364582968,1.5701136978884678
"Marshall, Tennessee, US",2022-02-01 04:21:11,8883,108,,25841.454545454544,1.21580547112462
"Maury, Tennessee, US",2022-02-01 04:21:11,25789,286,,26755.682820297345,1.1089999612237775
"McMinn, Tennessee, US",2022-02-01 04:21:11,14025,212,,26071.68085660111,1.5115864527629232
"McNairy, Tennessee, US",2022-02-01 04:21:11,6192,91,,24099.011442360083,1.4696382428940569
"Meigs, Tennessee, US",2022-02-01 04:21:11,2905,48,,23385.92819191757,1.6523235800344234
"Monroe, Tennessee, US",2022-02-01 04:21:11,12335,203,,26501.2353636266,1.6457235508715038
"Montgomery, Tennessee, US",2022-02-01 04:21:11,43884,494,,20997.832463288243,1.125695014128156
"Moore, Tennessee, US",2022-02-01 04:21:11,1940,34,,29901.35635018496,1.7525773195876289
"Morgan, Tennessee, US",2022-02-01 04:21:11,4957,64,,23160.30463019203,1.2911034900141214
"Obion, Tennessee, US",2022-02-01 04:21:11,9614,154,,31973.12847118295,1.6018306636155606
"Out of TN, Tennessee, US",2022-02-01 04:21:11,45496,222,,,0.4879549850536311
"Overton, Tennessee, US",2022-02-01 04:21:11,6079,118,,27332.404118519848,1.9411087349893077
"Perry, Tennessee, US",2022-02-01 04:21:11,2008,43,,24863.79395740465,2.141434262948207
"Pickett, Tennessee, US",2022-02-01 04:21:11,1505,28,,29813.78763866878,1.8604651162790695
"Polk, Tennessee, US",2022-02-01 04:21:11,4085,52,,24269.249049429654,1.2729498164014688
"Putnam, Tennessee, US",2022-02-01 04:21:11,21213,271,,26435.291918499595,1.277518502804884
"Rhea, Tennessee, US",2022-02-01 04:21:11,8762,137,,26417.82494648295,1.563569961196074
"Roane, Tennessee, US",2022-02-01 04:21:11,13300,196,,24914.765276685022,1.4736842105263157
"Robertson, Tennessee, US",2022-02-01 04:21:11,19078,258,,26566.22060072689,1.3523430128944334
"Rutherford, Tennessee, US",2022-02-01 04:21:11,85516,792,,25735.73889883684,0.9261424762617522
"Scott, Tennessee, US",2022-02-01 04:21:11,7168,96,,32481.42106217147,1.3392857142857142
"Sequatchie, Tennessee, US",2022-02-01 04:21:11,3610,62,,24025.023292958867,1.7174515235457064
"Sevier, Tennessee, US",2022-02-01 04:21:11,26992,357,,27472.773536895675,1.3226141078838174
"Shelby, Tennessee, US",2022-02-01 04:21:11,217582,2880,,23217.01811632091,1.323638903953452
"Smith, Tennessee, US",2022-02-01 04:21:11,5224,68,,25916.55504291313,1.3016845329249618
"Stewart, Tennessee, US",2022-02-01 04:21:11,2850,45,,20780.167699598984,1.5789473684210529
"Sullivan, Tennessee, US",2022-02-01 04:21:11,37990,586,,23991.461843534493,1.5425111871545143
"Sumner, Tennessee, US",2022-02-01 04:21:11,47376,620,,24767.49109957497,1.3086795001688618
"Tipton, Tennessee, US",2022-02-01 04:21:11,15921,191,,25846.198801928604,1.199673387350041
"Trousdale, Tennessee, US",2022-02-01 04:21:11,3793,41,,33613.966678482815,1.0809385710519377
"Unassigned, Tennessee, US",2022-02-01 04:21:11,32293,196,,,0.6069426810763943
"Unicoi, Tennessee, US",2022-02-01 04:21:11,4015,85,,22451.490242129395,2.1170610211706102
"Union, Tennessee, US",2022-02-01 04:21:11,4469,68,,22376.32685760064,1.521593197583352
"Van Buren, Tennessee, US",2022-02-01 04:21:11,1540,45,,26226.15803814714,2.9220779220779223
"Warren, Tennessee, US",2022-02-01 04:21:11,10915,154,,26443.29772028005,1.4109024278515805
"Washington, Tennessee, US",2022-02-01 04:21:11,31002,422,,23962.89855072464,1.3612025030643184
"Wayne, Tennessee, US",2022-02-01 04:21:11,5009,52,,30042.5838181491,1.038131363545618
"Weakley, Tennessee, US",2022-02-01 04:21:11,8377,111,,25135.02160345656,1.325056702876925
"White, Tennessee, US",2022-02-01 04:21:11,7022,118,,25679.283232766506,1.6804329250925665
"Williamson, Tennessee, US",2022-02-01 04:21:11,55076,351,,23101.186181903595,0.6373011838187232
"Wilson, Tennessee, US",2022-02-01 04:21:11,37152,434,,25682.82212405898,1.16817398794143
"Anderson, Texas, US",2022-02-01 04:21:11,9249,218,,16019.745388412575,2.3570115688182507
"Andrews, Texas, US",2022-02-01 04:21:11,3709,69,,19828.92274792836,1.8603397142086813
"Angelina, Texas, US",2022-02-01 04:21:11,14822,443,,17092.775183070982,2.9888004317905814
"Aransas, Texas, US",2022-02-01 04:21:11,3628,71,,15431.731178222031,1.9570011025358325
"Archer, Texas, US",2022-02-01 04:21:11,2003,24,,23418.683502864493,1.198202695956066
"Armstrong, Texas, US",2022-02-01 04:21:11,473,8,,25066.242713301537,1.6913319238900637
"Atascosa, Texas, US",2022-02-01 04:21:11,12468,216,,24373.937012491933,1.7324350336862369
"Austin, Texas, US",2022-02-01 04:21:11,5152,60,,17155.034629728292,1.1645962732919255
"Bailey, Texas, US",2022-02-01 04:21:11,1334,31,,19057.14285714286,2.3238380809595203
"Bandera, Texas, US",2022-02-01 04:21:11,3294,69,,14252.336448598133,2.09471766848816
"Bastrop, Texas, US",2022-02-01 04:21:11,20559,199,,23172.119968891944,0.9679459117661364
"Baylor, Texas, US",2022-02-01 04:21:11,780,28,,22228.555143915644,3.58974358974359
"Bee, Texas, US",2022-02-01 04:21:11,7733,141,,23746.35344695225,1.8233544549334024
"Bell, Texas, US",2022-02-01 04:21:11,60491,782,,16667.676979202257,1.2927542940272108
"Bexar, Texas, US",2022-02-01 04:21:11,507908,5542,,25350.352423743007,1.0911424903722722
"Blanco, Texas, US",2022-02-01 04:21:11,2327,29,,19503.81359483697,1.2462397937258272
"Borden, Texas, US",2022-02-01 04:21:11,93,2,,14220.183486238531,2.150537634408602
"Bosque, Texas, US",2022-02-01 04:21:11,3735,62,,19989.29622691999,1.6599732262382865
"Bowie, Texas, US",2022-02-01 04:21:11,17801,373,,19090.567858866427,2.0953878995562047
"Brazoria, Texas, US",2022-02-01 04:21:11,88776,912,,23720.15475706988,1.0273046769397134
"Brazos, Texas, US",2022-02-01 04:21:11,56959,374,,24850.029012569204,0.6566126512052529
"Brewster, Texas, US",2022-02-01 04:21:11,1000,25,,10866.021949364338,2.5
"Briscoe, Texas, US",2022-02-01 04:21:11,420,8,,27166.882276843466,1.9047619047619049
"Brooks, Texas, US",2022-02-01 04:21:11,1481,49,,20879.74058931341,3.3085752869682645
"Brown, Texas, US",2022-02-01 04:21:11,9757,195,,25768.54003803085,1.998565132725223
"Burleson, Texas, US",2022-02-01 04:21:11,4770,62,,25863.47123569918,1.29979035639413
"Burnet, Texas, US",2022-02-01 04:21:11,10061,142,,20892.949849444503,1.411390517841169
"Caldwell, Texas, US",2022-02-01 04:21:11,13084,166,,29965.18871381459,1.2687251605013756
"Calhoun, Texas, US",2022-02-01 04:21:11,5363,41,,25190.230155002348,0.764497482752191
"Callahan, Texas, US",2022-02-01 04:21:11,2658,63,,19063.329269167323,2.37020316027088
"Cameron, Texas, US",2022-02-01 04:21:11,91617,1878,,21650.522375538505,2.0498379121778707
"Camp, Texas, US",2022-02-01 04:21:11,2616,70,,19978.61616007332,2.675840978593272
"Carson, Texas, US",2022-02-01 04:21:11,1387,31,,23405.33243334458,2.235039653929344
"Cass, Texas, US",2022-02-01 04:21:11,6136,171,,20435.622460534203,2.786831812255541
"Castro, Texas, US",2022-02-01 04:21:11,2188,45,,29057.104913678617,2.056672760511883
"Chambers, Texas, US",2022-02-01 04:21:11,9808,64,,22373.793827132333,0.6525285481239804
"Cherokee, Texas, US",2022-02-01 04:21:11,7639,233,,14510.124225962089,3.050137452546145
"Childress, Texas, US",2022-02-01 04:21:11,2266,27,,31015.60361346837,1.1915269196822595
"Clay, Texas, US",2022-02-01 04:21:11,1978,27,,18890.268360233025,1.365015166835187
"Cochran, Texas, US",2022-02-01 04:21:11,804,21,,28180.86225026288,2.611940298507463
"Coke, Texas, US",2022-02-01 04:21:11,810,18,,23914.96899911426,2.2222222222222223
"Coleman, Texas, US",2022-02-01 04:21:11,1537,64,,18801.22324159021,4.163955757970071
"Collin, Texas, US",2022-02-01 04:21:11,191994,1311,,18554.98535849932,0.6828338385574549
"Collingsworth, Texas, US",2022-02-01 04:21:11,625,13,,21404.10958904109,2.08
"Colorado, Texas, US",2022-02-01 04:21:11,3395,57,,15795.840506211323,1.678939617083947
"Comal, Texas, US",2022-02-01 04:21:11,29903,498,,19142.943108271607,1.6653847440056182
"Comanche, Texas, US",2022-02-01 04:21:11,3041,72,,22302.896956362303,2.367642222952976
"Concho, Texas, US",2022-02-01 04:21:11,997,10,,36573.73440939105,1.0030090270812435
"Cooke, Texas, US",2022-02-01 04:21:11,6883,118,,16683.229512567563,1.714368734563417
"Coryell, Texas, US",2022-02-01 04:21:11,16179,178,,21301.8920093218,1.1001916064033623
"Cottle, Texas, US",2022-02-01 04:21:11,272,9,,19456.36623748212,3.3088235294117645
"Crane, Texas, US",2022-02-01 04:21:11,1168,20,,24348.551177819467,1.7123287671232876
"Crockett, Texas, US",2022-02-01 04:21:11,957,17,,27627.0207852194,1.7763845350052248
"Crosby, Texas, US",2022-02-01 04:21:11,1779,44,,31009.238277845565,2.4732996065205173
"Culberson, Texas, US",2022-02-01 04:21:11,497,13,,22892.67618608936,2.6156941649899395
"Dallam, Texas, US",2022-02-01 04:21:11,1944,35,,26677.64512144916,1.800411522633745
"Dallas, Texas, US",2022-02-01 04:21:11,544412,6040,,20656.751846697192,1.1094538694958964
"Dawson, Texas, US",2022-02-01 04:21:11,2412,90,,18950.34569453174,3.7313432835820897
"DeWitt, Texas, US",2022-02-01 04:21:11,6251,86,,31006.94444444444,1.3757798752199648
"Deaf Smith, Texas, US",2022-02-01 04:21:11,4045,105,,21810.63302059744,2.595797280593325
"Delta, Texas, US",2022-02-01 04:21:11,1687,22,,31645.09472894392,1.3040901007705987
"Denton, Texas, US",2022-02-01 04:21:11,162119,1179,,18272.9622286569,0.7272435679963484
"Dickens, Texas, US",2022-02-01 04:21:11,403,15,,18227.04658525554,3.7220843672456576
"Dimmit, Texas, US",2022-02-01 04:21:11,5280,48,,52153.29909126827,0.9090909090909092
"Donley, Texas, US",2022-02-01 04:21:11,927,20,,28279.438682123247,2.157497303128371
"Duval, Texas, US",2022-02-01 04:21:11,2950,64,,26440.79949807296,2.169491525423729
"Eastland, Texas, US",2022-02-01 04:21:11,2675,97,,14569.716775599129,3.6261682242990654
"Ector, Texas, US",2022-02-01 04:21:11,35928,606,,21614.33736606848,1.6867067468269874
"Edwards, Texas, US",2022-02-01 04:21:11,435,10,,22515.527950310567,2.2988505747126435
"El Paso, Texas, US",2022-02-01 04:21:11,192843,3387,,22978.34464121024,1.7563510212971174
"Ellis, Texas, US",2022-02-01 04:21:11,46209,518,,25001.35262354864,1.1209937458070938
"Erath, Texas, US",2022-02-01 04:21:11,8070,112,,18900.18267834559,1.3878562577447335
"Falls, Texas, US",2022-02-01 04:21:11,3576,55,,20674.105336185465,1.5380313199105144
"Fannin, Texas, US",2022-02-01 04:21:11,6351,163,,17883.088359520192,2.566524956699732
"Fayette, Texas, US",2022-02-01 04:21:11,4500,98,,17754.280754359657,2.1777777777777776
"Fisher, Texas, US",2022-02-01 04:21:11,568,20,,14830.28720626632,3.5211267605633805
"Floyd, Texas, US",2022-02-01 04:21:11,1845,44,,32300.420168067227,2.3848238482384825
"Foard, Texas, US",2022-02-01 04:21:11,193,11,,16709.95670995671,5.699481865284974
"Fort Bend, Texas, US",2022-02-01 04:21:11,165211,1099,,20354.00301593716,0.66520994364782
"Franklin, Texas, US",2022-02-01 04:21:11,1959,37,,18265.734265734267,1.888718734047984
"Freestone, Texas, US",2022-02-01 04:21:11,3702,80,,18775.67581275041,2.1609940572663424
"Frio, Texas, US",2022-02-01 04:21:11,5126,82,,25243.77031419285,1.5996878657822864
"Gaines, Texas, US",2022-02-01 04:21:11,1725,75,,8026.242322724734,4.3478260869565215
"Galveston, Texas, US",2022-02-01 04:21:11,90377,786,,26415.287353970165,0.8696902973101563
"Garza, Texas, US",2022-02-01 04:21:11,1188,26,,19072.082196179166,2.1885521885521886
"Gillespie, Texas, US",2022-02-01 04:21:11,4929,96,,18263.67274344153,1.9476567255021304
"Glasscock, Texas, US",2022-02-01 04:21:11,189,3,,13413.768630234208,1.5873015873015872
"Goliad, Texas, US",2022-02-01 04:21:11,1072,28,,13998.433011230089,2.611940298507463
"Gonzales, Texas, US",2022-02-01 04:21:11,4304,92,,20655.564620626767,2.137546468401487
"Gray, Texas, US",2022-02-01 04:21:11,5812,109,,26555.789088915288,1.8754301445285613
"Grayson, Texas, US",2022-02-01 04:21:11,25151,558,,18464.59930108948,2.2185996580652856
"Gregg, Texas, US",2022-02-01 04:21:11,22167,604,,17884.54556456493,2.7247710560743448
"Grimes, Texas, US",2022-02-01 04:21:11,8028,113,,27797.783933518007,1.4075734927752863
"Guadalupe, Texas, US",2022-02-01 04:21:11,34195,357,,20494.82459978304,1.0440122824974412
"Hale, Texas, US",2022-02-01 04:21:11,6301,220,,18861.881099203736,3.4915092842405966
"Hall, Texas, US",2022-02-01 04:21:11,905,20,,30533.06342780027,2.209944751381216
"Hamilton, Texas, US",2022-02-01 04:21:11,1899,29,,22444.155537170547,1.5271195365982095
"Hansford, Texas, US",2022-02-01 04:21:11,1562,27,,28931.28357103167,1.7285531370038412
"Hardeman, Texas, US",2022-02-01 04:21:11,543,14,,13806.254767353166,2.578268876611418
"Hardin, Texas, US",2022-02-01 04:21:11,11595,223,,20129.509392035,1.9232427770590768
"Harris, Texas, US",2022-02-01 04:21:11,954151,10169,,20243.692085735653,1.0657642239016676
"Harrison, Texas, US",2022-02-01 04:21:11,12047,203,,18101.36282361426,1.68506682161534
"Hartley, Texas, US",2022-02-01 04:21:11,1232,3,,22094.69153515065,0.2435064935064935
"Haskell, Texas, US",2022-02-01 04:21:11,871,37,,15394.132202191588,4.247990815154994
"Hays, Texas, US",2022-02-01 04:21:11,53842,447,,23390.14123054333,0.8302069016752721
"Hemphill, Texas, US",2022-02-01 04:21:11,1017,4,,26630.007855459546,0.3933136676499508
"Henderson, Texas, US",2022-02-01 04:21:11,13899,372,,16799.013742340187,2.6764515432764946
"Hidalgo, Texas, US",2022-02-01 04:21:11,173413,3600,,19962.19669002322,2.0759689296650192
